Unnamed: 0,size,center_x,center_y,min_dist
Cell_1,409.0,10.0,487.0,2302.8417227417085
Cell_2,277.0,13.5,1001.0,2204.314462593756
Cell_3,262.0,12.0,546.0,2284.3434505345294
Cell_4,21.0,11.5,240.5,2382.042925725731
Cell_5,78.0,13.5,265.0,2371.310660794996
Cell_6,171.0,16.5,775.5,2229.0873693061026
Cell_7,470.0,21.0,687.0,2241.686195701798
Cell_8,454.0,29.0,427.0,2303.0946571949667
Cell_9,353.0,25.0,476.5,2291.6171691624236
Cell_10,368.0,28.0,617.0,2250.731436666756
Cell_11,286.0,30.0,519.0,2274.486315632609
Cell_12,212.0,34.5,576.0,2254.713119223818
Cell_13,207.0,34.5,301.0,2338.971194777738
Cell_14,313.0,43.5,641.5,2229.8593004940917
Cell_15,151.0,42.5,738.0,2210.352743342112
Cell_16,401.0,45.0,461.5,2277.101062755011
Cell_17,264.0,44.5,846.0,2190.269675177009
Cell_18,212.0,47.5,659.0,2221.9505507548993
Cell_19,349.0,51.0,498.5,2260.2714991788043
Cell_20,148.0,51.5,1055.0,2163.0987610370453
Cell_21,148.0,51.5,526.5,2251.743879751869
Cell_22,326.0,55.0,174.5,2367.004700037581
Cell_23,249.0,59.0,316.0,2310.794235755317
Cell_24,662.0,69.5,253.0,2323.5150634329875
Cell_25,235.0,61.0,776.5,2185.0952496401615
Cell_26,279.0,63.5,705.5,2196.2541974917203
Cell_27,207.0,60.0,408.5,2279.593000954337
Cell_28,228.0,64.0,389.5,2281.742371522254
Cell_29,156.0,63.0,374.5,2287.4892895924127
Cell_30,256.0,67.0,1113.0,2145.5369957192534
Cell_31,529.0,73.5,477.5,2245.0733841012857
Cell_32,281.0,68.0,417.5,2269.2113718206156
Cell_33,273.0,72.0,673.0,2194.93598995506
Cell_34,116.0,69.0,794.5,2174.1138999601653
Cell_35,79.0,67.0,547.5,2231.0103652829584
Cell_36,210.0,73.5,399.0,2269.7282326305058
Cell_37,164.0,72.0,603.0,2211.5523959427233
Cell_38,145.0,72.5,146.5,2362.266390566483
Cell_39,149.0,76.5,1040.5,2138.89702884454
Cell_40,385.0,83.0,780.0,2162.822692686573
Cell_41,292.0,80.0,922.0,2145.3542830963843
Cell_42,192.0,80.0,329.0,2286.6044695136934
Cell_43,470.0,83.5,513.5,2224.80751976435
Cell_44,219.0,82.5,371.5,2270.0203743579045
Cell_45,295.0,85.0,726.5,2170.9258969389075
Cell_46,274.0,91.0,419.5,2246.7112075208956
Cell_47,215.0,93.0,565.0,2201.221706234972
Cell_48,256.0,94.5,594.5,2191.9690919353766
Cell_49,120.0,90.5,633.5,2186.096635558456
Cell_50,231.0,95.0,689.5,2168.870962044538
Cell_51,234.0,93.0,823.5,2145.709031998514
Cell_52,753.0,101.5,162.5,2329.260075646341
Cell_53,317.0,99.0,495.5,2215.3237348071725
Cell_54,47.0,94.0,288.0,2287.920671701709
Cell_55,189.0,103.0,280.0,2282.4359793869357
Cell_56,99.0,100.0,1229.5,2113.1105626540225
Cell_57,255.0,103.5,712.5,2155.6726328457203
Cell_58,290.0,108.5,46.0,2372.92419811506
Cell_59,424.0,107.5,567.5,2186.5869523071797
Cell_60,244.0,106.5,264.5,2284.888290485992
Cell_61,63.0,104.5,202.5,2310.468026179977
Cell_62,246.0,108.0,680.0,2158.2810289672657
Cell_63,259.0,114.5,14.0,2382.1593670449506
Cell_64,286.0,113.5,790.5,2130.95577147908
Cell_65,260.0,113.5,953.5,2108.7338618232507
Cell_66,305.0,115.5,862.5,2117.64361968675
Cell_67,286.0,115.5,593.0,2172.081087344577
Cell_68,81.0,118.0,448.5,2211.897884170967
Cell_69,245.0,120.5,737.5,2133.9457584484194
Cell_70,517.0,124.5,273.0,2265.019260403761
Cell_71,403.0,126.5,402.0,2218.5182555029833
Cell_72,329.0,126.5,609.5,2157.188563848789
Cell_73,250.0,127.0,635.0,2150.3257892700817
Cell_74,153.0,124.5,675.5,2143.2140583712116
Cell_75,277.0,128.0,314.5,2246.6869497106177
Cell_76,224.0,128.0,229.0,2278.47668410278
Cell_77,293.0,133.0,377.0,2220.522686216018
Cell_78,167.0,131.5,523.0,2176.12597291609
Cell_79,317.0,135.0,791.5,2109.6111608540564
Cell_80,312.0,137.0,464.0,2188.934443970399
Cell_81,554.0,142.5,821.5,2097.162487743856
Cell_82,195.0,138.5,181.0,2287.9323088762917
Cell_83,350.0,140.0,428.5,2197.335716270957
Cell_84,333.0,140.5,124.5,2309.7161080964042
Cell_85,99.0,137.0,569.5,2157.6601331071583
Cell_86,379.0,143.0,676.0,2125.0849394788906
Cell_87,172.0,142.0,330.0,2228.112429838315
Cell_88,168.0,143.5,191.5,2279.1012482994256
Cell_89,197.0,143.0,222.0,2267.400714474616
Cell_90,301.0,145.0,312.0,2231.701144866848
Cell_91,224.0,145.5,724.0,2112.200570495141
Cell_92,239.0,153.5,65.0,2324.188944556789
Cell_93,242.0,153.0,593.0,2135.9084718217678
Cell_94,230.0,152.0,706.5,2109.542663706994
Cell_95,275.0,156.5,388.0,2194.706643266931
Cell_96,136.0,154.0,183.0,2272.9663437895424
Cell_97,141.0,153.5,477.0,2169.1653348696127
Cell_98,274.0,158.0,245.0,2244.6211261591566
Cell_99,294.0,161.0,279.5,2228.724130528496
Cell_100,265.0,161.0,369.5,2196.65228245164
Cell_101,231.0,160.0,605.0,2125.99153337919
Cell_102,102.0,159.5,319.0,2215.6552642502847
Cell_103,242.0,163.0,724.0,2095.082337284146
Cell_104,315.0,161.5,1289.5,2054.5224505952715
Cell_105,169.0,159.0,555.5,2140.429688170111
Cell_106,182.0,161.0,757.5,2090.3141510308924
Cell_107,257.0,165.5,203.5,2254.12876739551
Cell_108,274.0,164.0,692.5,2100.9036746124275
Cell_109,223.0,166.0,479.5,2156.5153025193213
Cell_110,280.0,167.5,86.5,2302.0344263281554
Cell_111,118.0,167.5,359.0,2194.123116418037
Cell_112,347.0,173.0,21.0,2327.1203234899567
Cell_113,183.0,171.5,143.5,2273.570429962529
Cell_114,214.0,171.0,544.0,2132.2218458687644
Cell_115,315.0,173.5,123.0,2280.5855059611335
Cell_116,310.0,176.5,891.5,2053.2633781373493
Cell_117,262.0,177.5,39.5,2314.509127223308
Cell_118,361.0,183.5,490.5,2136.4415508035786
Cell_119,220.0,177.5,526.0,2131.29426640246
Cell_120,159.0,177.0,600.0,2110.911177667123
Cell_121,300.0,181.0,1087.5,2032.3295131449527
Cell_122,228.0,179.0,380.0,2176.164056315608
Cell_123,293.0,183.0,568.0,2113.880318277267
Cell_124,114.0,178.5,783.0,2068.3341727100096
Cell_125,310.0,189.0,909.0,2038.6350825981583
Cell_126,145.0,181.5,162.5,2256.4601702666946
Cell_127,258.0,186.5,849.5,2049.312689659633
Cell_128,225.0,184.5,86.0,2287.055148001464
Cell_129,179.0,185.5,516.0,2126.6704610728953
Cell_130,274.0,187.0,55.0,2298.9225737288325
Cell_131,310.0,191.5,719.5,2068.1737112728224
Cell_132,207.0,188.5,808.0,2054.0596997166367
Cell_133,227.0,190.0,291.0,2197.5277017594112
Cell_134,168.0,188.5,351.5,2177.026067827393
Cell_135,171.0,191.0,416.5,2152.7845340395775
Cell_136,248.0,192.0,401.0,2156.905190313195
Cell_137,352.0,195.0,106.5,2268.5085959722524
Cell_138,227.0,197.5,846.5,2038.9017877278934
Cell_139,138.0,199.0,883.0,2032.1055582818526
Cell_140,197.0,200.5,460.5,2129.90903561631
Cell_141,196.0,201.0,475.5,2124.6249669059243
Cell_142,231.0,204.0,512.0,2110.2760482932085
Cell_143,143.0,202.0,284.5,2188.855465762872
Cell_144,222.0,204.5,143.5,2243.7652506445497
Cell_145,226.0,203.0,186.0,2227.095417803198
Cell_146,179.0,203.5,29.0,2296.4442623325303
Cell_147,123.0,206.0,497.5,2112.881504012944
Cell_148,292.0,213.0,854.0,2022.4366491932449
Cell_149,72.0,208.0,541.0,2097.716854105911
Cell_150,219.0,211.0,895.0,2018.6027345666605
Cell_151,379.0,216.0,132.0,2238.41573439788
Cell_152,323.0,213.5,347.5,2155.0407188728477
Cell_153,234.0,212.0,665.0,2060.5863243261615
Cell_154,342.0,219.0,227.5,2195.4933955719384
Cell_155,214.0,214.0,520.5,2098.152580247681
Cell_156,83.0,211.0,404.0,2137.9826940366006
Cell_157,202.0,213.0,418.5,2131.327110042004
Cell_158,217.0,213.5,742.5,2041.8483048453918
Cell_159,149.0,213.5,21.5,2291.196739697401
Cell_160,410.0,215.0,268.5,2182.9679910617106
Cell_161,247.0,216.5,377.0,2141.9216255502906
Cell_162,146.0,213.0,61.0,2273.0879877382663
Cell_163,272.0,219.0,392.5,2134.2917443498673
Cell_164,125.0,213.5,461.0,2117.3838220785574
Cell_165,93.0,215.0,590.0,2077.029128346543
Cell_166,145.0,218.0,8.0,2293.7142367784177
Cell_167,260.0,224.5,480.5,2100.7704539049478
Cell_168,74.0,219.0,789.5,2027.3285994135238
Cell_169,259.0,224.0,564.5,2075.5616709700535
Cell_170,247.0,223.5,842.5,2013.845699153736
Cell_171,146.0,225.5,577.5,2070.423748897795
Cell_172,78.0,222.0,800.0,2022.4789244884605
Cell_173,181.0,224.5,819.5,2016.625522996275
Cell_174,167.0,225.0,588.5,2067.831049674997
Cell_175,185.0,224.5,1017.5,1992.673706355358
Cell_176,275.0,227.0,331.5,2148.195347262441
Cell_177,219.0,226.0,664.0,2047.243268397774
Cell_178,221.0,228.5,446.0,2107.816227758008
Cell_179,220.0,229.0,601.0,2060.555507624097
Cell_180,86.0,227.0,749.5,2027.2042940956887
Cell_181,208.0,234.0,185.5,2199.157168098724
Cell_182,111.0,234.5,630.5,2047.4219154829811
Cell_183,257.0,239.5,169.5,2200.9826214670575
Cell_184,248.0,236.5,305.0,2149.1710611303142
Cell_185,252.0,239.5,144.5,2211.8147526409166
Cell_186,141.0,235.0,222.5,2182.8969856591953
Cell_187,47.0,233.5,712.5,2028.6977350014467
Cell_188,273.0,242.0,156.5,2204.3339697060424
Cell_189,235.0,239.0,340.0,2133.9283024506703
Cell_190,267.0,241.0,881.0,1990.789039551906
Cell_191,108.0,238.5,377.0,2121.2746757551226
Cell_192,147.0,242.5,286.0,2150.8461706965472
Cell_193,330.0,244.0,952.0,1979.0666992297151
Cell_194,244.0,246.0,91.5,2229.750266285442
Cell_195,312.0,247.5,227.0,2169.6488771227478
Cell_196,219.0,247.5,292.5,2143.735174875852
Cell_197,197.0,247.0,772.5,2003.0370066476555
Cell_198,226.0,249.5,319.5,2131.690526319428
Cell_199,308.0,251.5,459.0,2081.890547074942
Cell_200,183.0,251.5,442.5,2087.1326023997613
Cell_201,165.0,253.0,493.5,2069.5983305946106
Cell_202,148.0,254.0,21.0,2255.9122323352917
Cell_203,245.0,257.0,503.5,2062.6030277297664
Cell_204,213.0,254.0,1128.5,1958.2697081862855
Cell_205,361.0,260.0,302.5,2128.3642193008227
Cell_206,378.0,257.5,421.0,2088.4765380535164
Cell_207,27.0,251.5,258.0,2153.503482699761
Cell_208,181.0,257.5,122.5,2205.4388452187923
Cell_209,209.0,259.0,478.0,2068.8610393160775
Cell_210,223.0,260.0,537.0,2049.3120796989415
Cell_211,178.0,261.0,814.0,1981.6180257557207
Cell_212,383.0,263.5,351.0,2107.1080299785294
Cell_213,289.0,264.5,94.5,2211.9390814396315
Cell_214,188.0,261.5,329.5,2116.8359643581266
Cell_215,90.0,260.0,704.5,2004.668613511969
Cell_216,442.0,267.0,1068.5,1947.1983078258875
Cell_217,158.0,264.0,23.5,2245.9533053917216
Cell_218,352.0,273.0,243.0,2139.8422839078585
Cell_219,56.0,267.0,118.5,2198.76129900451
Cell_220,244.0,272.0,401.5,2081.3861366887213
Cell_221,164.0,270.5,473.0,2059.4674675750525
Cell_222,263.0,279.0,324.5,2102.4588580992495
Cell_223,298.0,272.5,74.0,2214.385072655612
Cell_224,139.0,275.0,809.0,1968.7236982370075
Cell_225,220.0,275.5,865.0,1958.9916411256072
Cell_226,188.0,275.0,613.0,2013.0258319256611
Cell_227,180.0,274.5,1170.5,1937.523290182598
Cell_228,128.0,276.0,295.5,2116.272725808278
Cell_229,312.0,279.0,564.0,2023.0911991306768
Cell_230,307.0,283.5,762.5,1969.2421130983362
Cell_231,229.0,281.0,848.0,1956.2029547058762
Cell_232,101.0,279.5,433.0,2063.747138096138
Cell_233,185.0,281.5,471.5,2049.483959439546
Cell_234,95.0,285.0,4.0,2237.2147862912047
Cell_235,201.0,285.5,153.0,2166.7732345587065
Cell_236,176.0,285.0,201.5,2146.178289425182
Cell_237,82.0,282.5,604.0,2008.2876412506253
Cell_238,120.0,285.5,33.5,2222.302072176508
Cell_239,296.0,289.5,56.0,2207.9472933020843
Cell_240,329.0,295.5,98.0,2182.83788907926
Cell_241,290.0,289.5,943.5,1934.7641975186536
Cell_242,165.0,288.5,16.5,2227.997419208559
Cell_243,203.0,289.0,455.5,2047.444077380381
Cell_244,230.0,292.5,172.5,2151.9062479578424
Cell_245,248.0,293.5,277.0,2107.4122164398686
Cell_246,226.0,293.5,574.0,2006.2929123136532
Cell_247,172.0,293.5,424.0,2053.5362792022934
Cell_248,532.0,298.0,515.5,2019.9173869245246
Cell_249,191.0,298.0,185.0,2141.514417415862
Cell_250,46.0,292.0,490.0,2033.7711277329117
Cell_251,283.0,297.5,639.0,1984.3876259440844
Cell_252,206.0,298.0,157.5,2153.5738320289834
